customer_id,customer_name,signup_date,governorate,customer_segment,age
CUST-00637,Nada Ali,07/02/2023,Cairo,Corporate,57
CUST-00149,Heba Saad,2023-10-17,luxor,Consumer,22
CUST-00563,Karim Gouda,17/11/2023,Qalyubia,Consumer,50
CUST-00250,Sherif Adel,02/07/2023,Qalyubia,Corporate,32
CUST-00341,Heba Rashad,08/26/2022,Port Said,,29
CUST-00481,Heba Kamal,2023-09-14,Faiyum,Consumer,21
CUST-00201,Ali Mahmoud,08/21/2023,Alexandria,Corporate,58
CUST-00417,Dina Aziz,26/11/2022,Giza,Corporate,38
CUST-00092,Hassan Ibrahim,2022-07-01,Minya,Corporate,49
CUST-00221,Ali Adel,27/01/2024,Monufia,Consumer,29
CUST-00029,Habiba Younes,29/05/2023,Faiyum,Consumer,34
CUST-00472,Mahmoud Aziz,22-Dec-2022,Luxor,Consumer,58
CUST-00073,Ibrahim Zaki,2023-03-06,Alexandria,Consumer,41
CUST-00533,Nour Ali,28-Apr-2023,Cairo,,64
CUST-00786,Yasmin Fathy,01/05/2023,Faiyum,Corporate,31
CUST-00281,Nesma Kamal,07/27/2024,Faiyum,Corporate,21
CUST-00090,Karim Younes,06/07/2023,Cairo,Small Business,40
CUST-00561,Dina Nabil,14-Jun-2022,Cairo,Small Business,31
CUST-00620,Hassan Fahmy,09/04/2023,Cairo,Corporate,57
CUST-00183,Adham Kamal,13-Apr-2024,Giza,Corporate,64
CUST-00176,Yasmin Shawky,08/09/2022,port said,Corporate,43
CUST-00336,Yasmin Fahmy,12-Apr-2023,Beheira,,48
CUST-00525,Nour Nabil,2023-12-02,Cairo,Consumer,39
CUST-00696,Heba Gouda,10-Jan-2023,Dakahlia,Corporate,43
CUST-00271,Rania Aziz,14-Dec-2023,Sharqia,Consumer,43
CUST-00465,Habiba Ibrahim,18-Jan-2023,  Gharbia  ,Corporate,43
CUST-00736,Habiba Sabry,24/05/2024,ALE,Small Business,29
CUST-00110,Sherif Fathy,16-Dec-2022,Minya,,30
CUST-00598,Rania Younes,03/10/2024,Minya,Consumer,62
CUST-00603,Yasmin Adel,2024-05-31,Giza,Corporate,53
CUST-00495,Hassan Ali,08/30/2024,Beheira,Consumer,28
CUST-00323,Sherif Adel,28-Jan-2022,Minya,Small Business,63
CUST-00081,Sara Nabil,12/02/2022,Cairo,Small Business,65
CUST-00614,Omar Hassan,02/01/2024,Giza,Corporate,46
CUST-00584,Mona Fahmy,02/05/2022,Luxor,Corporate,59
CUST-00705,Nada Zaki,09/21/2023,Dakahlia,Small Business,63
CUST-00334,Hassan Sabry,2022-01-26,Alexandria,Small Business,44
CUST-00457,Omar Aziz,08/13/2023,Suez,Small Business,40
CUST-00064,Habiba Farouk,07/24/2023,Cairo,Corporate,53
CUST-00062,Salma Saad,19-Jan-2023,Minya,Corporate,48
CUST-00373,Mariam Sabry,11/04/2023,Minya,Small Business,55
CUST-00279,Sara Shawky,09/16/2024,Monufia,Corporate,49
CUST-00663,Habiba Younes,11/01/2022,Gharbia,Corporate,61
CUST-00226,Karim Fahmy,2022-06-16,Monufia,Corporate,34
CUST-00280,Laila Kamal,01/21/2024,Port Said,,26
CUST-00749,Hassan Kamal,18-Oct-2023,Port Said,Small Business,44
CUST-00338,Salma Ibrahim,04-Nov-2022,Cairo,Corporate,25
CUST-00228,Hossam Kamal,2023-09-18,Ismailia,Small Business,45
CUST-00187,Nour Shawky,04-Sep-2023,Faiyum,Corporate,61
CUST-00009,Rana Ibrahim,2024-05-22,GIZA,Corporate,52
CUST-00086,Karim Zaki,22-Jan-2022,ASW,Consumer,57
CUST-00043,Amr Sabry,12/07/2023,Faiyum,Corporate,40
CUST-00640,Nour Rashad,26/01/2023,Alexandria,Corporate,19
CUST-00613,Omar Zaki,02/01/2023,Alexandria,Corporate,38
CUST-00670,Nada Sabry,2023-08-25,Dakahlia,Consumer,51
CUST-00097,Mahmoud Ibrahim,2023-09-22,Sharqia,Small Business,47
CUST-00342,Sherif Naguib,10-Feb-2023,cairo,Corporate,30
CUST-00456,Amr Aziz,2023-11-04,Giza,Corporate,65
CUST-00157,Sara Saad,22-Dec-2023,Alexandria,Corporate,36
CUST-00034,Sara Gouda,26/01/2023,Suez,Small Business,24
CUST-00537,Mahmoud Shawky,29/06/2024,Cairo,Consumer,61
CUST-00122,Ali Rashad,06/24/2024,Giza,Consumer,44
CUST-00726,Nesma Khalil,07-Jan-2022,BEH,Corporate,20
CUST-00212,Rana Sabry,09/04/2024,Beheira,Consumer,36
CUST-00294,Aya Gouda,09/27/2024,Ismailia,Consumer,51
CUST-00513,Adham Mahmoud,2023-04-13,Cairo,Small Business,63
CUST-00652,Salma Shawky,07/04/2023,Giza,Corporate,37
CUST-00698,Habiba Adel,23/07/2023,Alexandria,Small Business,54
CUST-00237,Ibrahim Aziz,2023-11-28,Beheira,,51
CUST-00165,Dina Gouda,17/03/2022,Cairo,Small Business,59
CUST-00700,Ali Rashad,03/12/2024,Gharbia,Consumer,24
CUST-00394,Nour Hassan,18/05/2024,Suez,Small Business,31
CUST-00517,Sara Ibrahim,2022-10-19,Cairo,Consumer,28
CUST-00283,Dina Farouk,12/05/2024,Dakahlia,Consumer,63
CUST-00365,Ibrahim Fathy,2024-04-04,Cairo,Small Business,52
CUST-00235,Ali Aziz,2024-09-07,Cairo,Consumer,47
CUST-00311,Salma Zaki,13-Jan-2022,Giza,Small Business,23
CUST-00180,Mostafa Sabry,2023-06-12,Sharqia,Small Business,33
CUST-00400,Omar Zaki,2023-06-03,Giza,Corporate,50
CUST-00657,Amr Kamal,2023-10-24,Sharqia,Small Business,26
CUST-00309,Khaled Kamal,03/18/2023,Alexandria,Corporate,50
CUST-00070,Mohamed Kamal,07/10/2022,Gharbia,Small Business,39
CUST-00272,Adham Adel,11/26/2022,Beheira,Small Business,47
CUST-00453,Salma Zaki,04/10/2022,Cairo,Small Business,56
CUST-00764,Yasmin Sabry,27/02/2023,Giza,Small Business,18
CUST-00024,Nesma Nabil,2024-03-05,  Port Said  ,Corporate,40
CUST-00542,Ibrahim Kamal,08/14/2023,Beheira,,23
CUST-00293,Ahmed Kamal,2022-03-26,Qalyubia,Small Business,59
CUST-00771,Adham Younes,22/02/2024,Port Said,Corporate,62
CUST-00760,Farida Fahmy,06/03/2024,Alexandria,Corporate,35
CUST-00352,Nada Naguib,10-Jul-2022,Alexandria,Corporate,62
CUST-00059,Heba Ali,23/03/2024,Gharbia,Corporate,59
CUST-00707,Nour Fathy,2022-02-04,Beheira,Corporate,51
CUST-00798,Tarek Ibrahim,06/28/2023,Cairo,Small Business,34
CUST-00080,Omar Hassan,29/07/2022,Giza,Consumer,26
CUST-00266,Sara Fathy,2022-12-05,Dakahlia,Small Business,41
CUST-00322,Rana Sabry,27-Apr-2022,Minya,,55
CUST-00610,Sara Farouk,09/05/2024,Cairo,Small Business,31
CUST-00634,Aya Mahmoud,2022-03-31,Cairo,Consumer,34
CUST-00381,Habiba Saad,03/26/2022,Giza,Corporate,28
CUST-00093,Laila Gouda,18-Feb-2024,Sharqia,Corporate,54
CUST-00539,Hossam Fahmy,24/02/2023,LUXOR,Small Business,27
CUST-00608,Amr Hassan,26-Jan-2023,Cairo,Corporate,21
CUST-00681,Rania Shawky,24/06/2022,Cairo,Small Business,56
CUST-00148,Mona Sabry,04/03/2023,Cairo,Small Business,57
CUST-00252,Heba Adel,24-Jan-2023,Suez,Consumer,47
CUST-00502,Farida Naguib,2022-09-28,Alexandria,Small Business,54
CUST-00694,Nada Fathy,06-Dec-2023,Port Said,Small Business,41
CUST-00213,Youssef Nabil,2024-09-05,Monufia,Small Business,46
CUST-00441,Ahmed Mahmoud,30-Apr-2024,Beheira,Consumer,26
CUST-00391,Ibrahim Ibrahim,2024-07-07,Cairo,Consumer,55
CUST-00693,Ahmed Hassan,2023-08-15,QALYUBIA,Corporate,18
CUST-00754,Adham Saad,21/08/2024,Monufia,Corporate,23
CUST-00331,Rana Fahmy,09/15/2024,Port Said,Consumer,18
CUST-00619,Sara Hassan,05/12/2022,Alexandria,Consumer,20
CUST-00277,Dina Nabil,06/06/2022,Cairo,Consumer,42
CUST-00787,Karim Aziz,10/11/2023,Alexandria,Consumer,28
CUST-00625,Ibrahim Khalil,06/28/2023,Alexandria,Corporate,59
CUST-00747,Nour Sabry,2022-11-29,Gharbia,Small Business,65
CUST-00669,Mariam Saad,16-Aug-2023,Qalyubia,Consumer,42
CUST-00449,Nour Shawky,26-Feb-2023,Faiyum,Small Business,-5
CUST-00670,Nada Sabry,2023-08-25,Dakahlia,Consumer,51
CUST-00594,Rana Fathy,2023-04-14,Suez,,63
CUST-00304,Ali Sabry,21/07/2023,Minya,Small Business,29
CUST-00488,Nada Kamal,2023-01-15,Faiyum,Small Business,29
CUST-00583,Laila Rashad,31-Mar-2024,Sharqia,Consumer,49
CUST-00729,Ali Gouda,05/12/2022,Cairo,Small Business,48
CUST-00020,Heba Saad,04/13/2023,suez,Consumer,42
CUST-00325,Dina Shawky,23/05/2022,Dakahlia,Consumer,34
CUST-00261,Heba Adel,23-May-2023,Cairo,Small Business,59
CUST-00676,Rania Shawky,06/05/2023,CAI,Consumer,59
CUST-00410,Karim Hassan,2022-12-10,Port Said,Small Business,51
CUST-00401,Dina Naguib,2023-12-20,Alexandria,Corporate,52
CUST-00578,Amr Naguib,09/11/2023,Monufia,Small Business,40
CUST-00055,Rana Naguib,04/12/2023,Cairo,Corporate,46
CUST-00710,Rana Zaki,08/24/2023,Cairo,Consumer,65
CUST-00151,Mohamed Farouk,05/19/2024,Sharqia,Small Business,20
CUST-00549,Laila Younes,2023-09-03,Qalyubia,Small Business,61
CUST-00701,Ibrahim Younes,15/02/2023,Beheira,Corporate,57
CUST-00554,Omar Khalil,19-Feb-2022,Gharbia,Corporate,19
CUST-00107,Rana Farouk,02-Sep-2023,Gharbia,Consumer,37
CUST-00572,Mostafa Mahmoud,08/23/2024,Suez,Consumer,44
CUST-00025,Ali Fathy,2023-09-28,Giza,Corporate,60
CUST-00534,Sherif Fahmy,2023-11-02,Cairo,Small Business,32
CUST-00655,Heba Saad,2024-05-10,Giza,Corporate,64
CUST-00083,Farida Ibrahim,02/11/2023,Ismailia,Consumer,45
CUST-00672,Farida Sabry,14-May-2023,Port Said,,18
CUST-00688,Mostafa Khalil,2023-07-07,Suez,Corporate,59
CUST-00380,Mostafa Nabil,12/06/2022,Ismailia,Small Business,23
CUST-00077,Mona Naguib,07/10/2022,Cairo,Corporate,25
CUST-00389,Ahmed Khalil,10/28/2023,Cairo,Small Business,64
CUST-00407,Karim Hassan,2023-12-26,Cairo,Consumer,28
CUST-00292,Khaled Zaki,24-Jan-2023,Giza,Small Business,21
CUST-00111,Ali Farouk,2022-06-08,Cairo,Consumer,50
CUST-00629,Habiba Younes,04/02/2024,Qalyubia,Small Business,20
CUST-00247,Sherif Farouk,2024-02-24,Dakahlia,Corporate,59
CUST-00146,Nour Fahmy,2022-04-16,Cairo,Corporate,36
CUST-00129,Omar Aziz,03/06/2023,Dakahlia,Corporate,47
CUST-00778,Aya Naguib,16-Nov-2022,Beheira,Small Business,41
CUST-00757,Sara Khalil,2022-06-09,CAI,Small Business,37
CUST-00487,Rana Shawky,16/05/2023,Faiyum,Small Business,23
CUST-00789,Youssef Gouda,2024-03-13,Gharbia,Corporate,56
CUST-00091,Hassan Aziz,16/04/2022,Cairo,Consumer,29
CUST-00206,Rania Younes,2023-01-21,Giza,Consumer,47
CUST-00782,Nada Rashad,11-Sep-2022,Monufia,Consumer,30
CUST-00171,Khaled Younes,2023-10-19,Cairo,Corporate,27
CUST-00057,Mariam Khalil,11/10/2023,sharqia,Corporate,38
CUST-00405,Adham Ibrahim,04/08/2024,Alexandria,Small Business,57
CUST-00242,Omar Rashad,05/16/2022,Qalyubia,Small Business,54
CUST-00347,Salma Khalil,02/02/2023,Dakahlia,Corporate,25
CUST-00098,Youssef Rashad,07/19/2024,Port Said,Corporate,30
CUST-00117,Habiba Gouda,28/03/2023,Alexandria,Small Business,42
CUST-00202,Nada Farouk,04/21/2024,Gharbia,Consumer,54
CUST-00709,Ahmed Kamal,30-Mar-2022,  Luxor  ,Small Business,40
CUST-00480,Aya Khalil,21/09/2023,Faiyum,Corporate,19
CUST-00324,Ibrahim Rashad,27/03/2024,Giza,Corporate,22
CUST-00194,Youssef Mahmoud,02/09/2022,Cairo,Small Business,48
CUST-00444,Mona Farouk,04/05/2022,FAIYUM,Small Business,25
CUST-00455,Rania Younes,2023-01-02,Beheira,Consumer,28
CUST-00529,Nesma Nabil,23/09/2022,FAI,Small Business,42
CUST-00638,Mahmoud Gouda,16-Feb-2022,Gharbia,Consumer,40
CUST-00551,Rana Hassan,2022-08-22,Giza,Consumer,31
CUST-00649,Laila Adel,16-Mar-2022,Giza,Consumer,34
CUST-00719,Ali Fahmy,2023-02-27,  Minya  ,Corporate,52
CUST-00792,Omar Sabry,23-Oct-2023,Cairo,Corporate,24
CUST-00297,Youssef Kamal,08/09/2024,Ismailia,Consumer,31
CUST-00715,Nour Fahmy,08/27/2024,Cairo,Corporate,34
CUST-00654,Tarek Hassan,2022-11-17,Giza,Consumer,63
CUST-00396,Nada Ali,2022-09-04,Qalyubia,Corporate,22
CUST-00427,Nesma Mahmoud,22-Sep-2024,Luxor,Corporate,35
CUST-00685,Hossam Younes,05/30/2024,Faiyum,Corporate,44
CUST-00560,Hossam Saad,01/05/2024,Qalyubia,Consumer,40
CUST-00526,Mariam Fahmy,01/06/2024,Giza,Corporate,63
CUST-00773,Hossam Ibrahim,07/06/2022,  Cairo  ,Consumer,58
CUST-00015,Adham Younes,2023-02-26,Sharqia,Consumer,28
CUST-00253,Farida Farouk,10-Oct-2022,Cairo,Corporate,25
CUST-00239,Omar Adel,13-Jul-2024,Qalyubia,Corporate,52
CUST-00121,Mariam Rashad,07/16/2024,QALYUBIA,Small Business,23
CUST-00286,Ahmed Hassan,27-Jun-2023,Monufia,Corporate,36
CUST-00555,Omar Ali,03/03/2023,Alexandria,Consumer,53
CUST-00197,Aya Younes,04/28/2024,Qalyubia,Small Business,63
CUST-00346,Karim Saad,2023-11-18,Ismailia,Corporate,58
CUST-00546,Mohamed Hassan,10/04/2023,Monufia,Consumer,62
CUST-00251,Ahmed Hassan,02-Nov-2022,Alexandria,,52
CUST-00737,Mostafa Gouda,12/04/2023,Giza,Consumer,64
CUST-00413,Tarek Sabry,11-Jun-2022,Giza,Consumer,54
CUST-00486,Tarek Nabil,2024-09-27,Cairo,Consumer,37
CUST-00431,Mostafa Aziz,2022-10-26,GIZ,Small Business,43
CUST-00628,Nada Saad,2023-07-08,Monufia,Consumer,51
CUST-00291,Yasmin Ibrahim,01-Nov-2023,Luxor,Corporate,20
CUST-00017,Adham Shawky,23-Jul-2024,  Sharqia  ,Consumer,47
CUST-00159,Sherif Rashad,2022-03-31,Port Said,Small Business,60
CUST-00244,Mohamed Zaki,09/18/2022,Port Said,Corporate,31
CUST-00067,Ibrahim Farouk,11/04/2023,Alexandria,Consumer,40
CUST-00360,Habiba Adel,2024-04-22,Beheira,Corporate,46
CUST-00781,Sara Zaki,28-Apr-2024,Cairo,Corporate,33
CUST-00505,Adham Mahmoud,03-Feb-2024,Alexandria,Small Business,41
CUST-00473,Khaled Fahmy,03-Apr-2023,Cairo,Consumer,33
CUST-00578,Amr Naguib,11/09/2023,Monufia,Small Business,40
CUST-00522,Mariam Naguib,07/05/2024,GIZA,,47
CUST-00699,Farida Zaki,2024-01-24,Cairo,Corporate,25
CUST-00531,Ali Adel,16-Oct-2023,Beheira,Corporate,40
CUST-00409,Tarek Sabry,10-May-2022,MONUFIA,Small Business,64
CUST-00697,Ibrahim Naguib,20-Jul-2023,Beheira,Small Business,29
CUST-00433,Mostafa Gouda,2022-04-22,Cairo,Consumer,46
CUST-00432,Salma Fahmy,09/04/2023,Giza,Consumer,30
CUST-00485,Nour Khalil,07-May-2023,Cairo,Consumer,31
CUST-00152,Mostafa Ibrahim,30/08/2022,Beheira,Small Business,41
CUST-00328,Youssef Sabry,20-Dec-2023,Faiyum,Corporate,56
CUST-00257,Ibrahim Mahmoud,24-May-2022,Qalyubia,Small Business,32
CUST-00312,Adham Gouda,18/06/2023,Cairo,Small Business,28
CUST-00305,Nada Ibrahim,01-Mar-2024,Dakahlia,,63
CUST-00414,Karim Aziz,2024-01-29,Qalyubia,Consumer,18
CUST-00134,Mohamed Zaki,06/13/2024,Alexandria,Corporate,42
CUST-00032,Rana Adel,2023-01-10,Cairo,Small Business,18
CUST-00459,Farida Gouda,01/29/2022,Gharbia,Small Business,54
CUST-00162,Adham Shawky,27/01/2022,Giza,Corporate,41
CUST-00340,Adham Younes,28-Jun-2022,Sharqia,Small Business,53
CUST-00287,Mohamed Younes,04/12/2024,Gharbia,Small Business,29
CUST-00249,Khaled Adel,2022-05-17,DAK,Small Business,25
CUST-00784,Nada Nabil,08/16/2024,Giza,Corporate,64
CUST-00580,Ahmed Kamal,2023-06-02,Suez,Small Business,28
CUST-00666,Ali Ibrahim,2022-09-28,Giza,Consumer,60
CUST-00002,Nada Rashad,13/08/2024,Giza,Consumer,62
CUST-00208,Sara Khalil,2023-05-11,Cairo,Consumer,35
CUST-00630,Nour Fathy,2022-11-25,Qalyubia,Consumer,28
CUST-00148,Mona Sabry,2023-04-03,Cairo,Small Business,57
CUST-00686,Hassan Khalil,2022-04-09,Cairo,Corporate,56
CUST-00265,Dina Naguib,25-Jul-2023,Qalyubia,Small Business,33
CUST-00275,Salma Naguib,02/16/2022,Sharqia,Consumer,65
CUST-00071,Farida Hassan,05/07/2022,Ismailia,Corporate,60
CUST-00641,Rania Kamal,2023-07-01,Cairo,Corporate,43
CUST-00445,Youssef Rashad,21/02/2022,Cairo,Corporate,45
CUST-00675,Karim Aziz,03/01/2023,Port Said,Corporate,25
CUST-00099,Salma Khalil,05/03/2023,Qalyubia,Consumer,46
CUST-00772,Mariam Nabil,2023-10-27,Monufia,Small Business,44
CUST-00022,Nour Nabil,23/01/2022,Aswan,Corporate,43
CUST-00415,Adham Mahmoud,04/29/2023,Giza,Consumer,29
CUST-00518,Ibrahim Aziz,25/10/2023,Giza,Consumer,35
CUST-00150,Rana Sabry,06/10/2023,Port Said,Corporate,28
CUST-00648,Karim Kamal,11/19/2023,Port Said,Consumer,53
CUST-00355,Nesma Farouk,07/19/2022,Port Said,Corporate,50
CUST-00761,Mona Farouk,2024-09-19,MIN,Corporate,29
CUST-00053,Amr Rashad,31/05/2023,Giza,Corporate,20
CUST-00199,Karim Naguib,21/08/2023,Giza,Corporate,62
CUST-00123,Omar Zaki,30/05/2023,Giza,Small Business,23
CUST-00204,Dina Fathy,25/02/2023,Qalyubia,Corporate,48
CUST-00068,Habiba Ali,02/20/2024,Giza,Consumer,45
CUST-00224,Amr Fahmy,2022-10-19,Alexandria,Corporate,52
CUST-00128,Heba Ali,2024-03-05,Giza,Small Business,25
CUST-00656,Aya Shawky,2023-04-19,Alexandria,Small Business,49
CUST-00140,Salma Nabil,2023-06-12,Alexandria,Corporate,48
CUST-00418,Mariam Ibrahim,09-Aug-2023,Giza,Corporate,61
CUST-00219,Rania Shawky,10/29/2023,Cairo,Small Business,38
CUST-00547,Farida Nabil,13-May-2022,Cairo,Corporate,55
CUST-00158,Nesma Fathy,06-May-2022,Cairo,Consumer,46
CUST-00095,Yasmin Saad,29-Aug-2023,Cairo,Corporate,22
CUST-00256,Omar Aziz,01/29/2024,  Cairo  ,Small Business,32
CUST-00788,Mariam Gouda,03-May-2022,Alexandria,Consumer,18
CUST-00644,Youssef Hassan,2023-08-10,  Sharqia  ,Corporate,53
CUST-00040,Dina Gouda,31/01/2024,Monufia,Small Business,59
CUST-00131,Mohamed Younes,12-Aug-2023,Giza,Consumer,36
CUST-00686,Hassan Khalil,09-Apr-2022,Cairo,Corporate,56
CUST-00190,Youssef Zaki,22/02/2022,Sharqia,Consumer,41
CUST-00590,Habiba Rashad,2022-04-27,Cairo,Corporate,32
CUST-00403,Hassan Adel,12/01/2022,Alexandria,Corporate,59
CUST-00039,Nada Rashad,15-Jan-2023,Gharbia,Corporate,62
CUST-00243,Omar Adel,2023-04-19,  Gharbia  ,Small Business,64
CUST-00354,Salma Rashad,2023-09-27,Cairo,Small Business,18
CUST-00621,Yasmin Shawky,03/19/2024,Sharqia,Small Business,22
CUST-00651,Mostafa Aziz,13/04/2022,Giza,Consumer,30
CUST-00535,Yasmin Naguib,03/18/2024,Faiyum,Small Business,34
CUST-00504,Rana Mahmoud,10-Feb-2023,Faiyum,Small Business,62
CUST-00160,Farida Ibrahim,2023-07-18,Qalyubia,Small Business,28
CUST-00395,Hossam Zaki,30-Oct-2022,Dakahlia,Consumer,49
CUST-00538,Nada Younes,02-Nov-2022,ALE,Consumer,26
CUST-00241,Ibrahim Gouda,16-May-2023,Cairo,Corporate,46
CUST-00014,Salma Mahmoud,2022-10-28,Giza,Small Business,27
CUST-00658,Hossam Saad,22/01/2024,Faiyum,Consumer,64
CUST-00476,Nesma Zaki,26-Dec-2022,Qalyubia,Consumer,48
CUST-00706,Omar Kamal,10/18/2023,Qalyubia,Consumer,30
CUST-00315,Habiba Saad,2024-08-24,GIZA,Corporate,49
CUST-00362,Yasmin Mahmoud,06/04/2023,GIZA,Consumer,46
CUST-00591,Ahmed Fahmy,30-Dec-2022,SUEZ,Small Business,53
CUST-00321,Nesma Gouda,03/11/2024,  Giza  ,Small Business,35
CUST-00673,Mostafa Rashad,2022-06-19,Giza,Corporate,59
CUST-00565,Nour Saad,2023-04-21,Cairo,Consumer,20
CUST-00356,Nesma Naguib,03/12/2023,QALYUBIA,Corporate,46
CUST-00035,Ali Shawky,01/26/2022,Dakahlia,Corporate,38
CUST-00335,Khaled Ali,05/01/2024,Minya,Consumer,40
CUST-00689,Heba Younes,2023-03-07,Giza,,62
CUST-00377,Mostafa Gouda,22/05/2024,Alexandria,Small Business,61
CUST-00185,Nesma Nabil,2023-05-25,Cairo,Small Business,50
CUST-00424,Dina Hassan,08/27/2022,Qalyubia,Corporate,62
CUST-00326,Hassan Naguib,2024-03-19,Giza,Small Business,56
CUST-00188,Rania Nabil,04-Jul-2023,Cairo,Consumer,45
CUST-00285,Rania Shawky,17-Jan-2022,Cairo,Corporate,44
CUST-00392,Nada Sabry,13-Sep-2024,Alexandria,Consumer,33
CUST-00777,Ahmed Aziz,2022-04-03,Cairo,Small Business,31
CUST-00166,Mahmoud Rashad,23-Apr-2023,Gharbia,Small Business,26
CUST-00348,Farida Sabry,15/05/2024,Alexandria,Consumer,61
CUST-00299,Adham Gouda,2024-05-04,Suez,Corporate,52
CUST-00536,Nour Rashad,2024-05-21,Cairo,Consumer,58
CUST-00230,Rania Fahmy,2024-08-16,Giza,Small Business,42
CUST-00695,Amr Farouk,13/03/2023,Dakahlia,Small Business,34
CUST-00042,Habiba Fathy,31/03/2023,Alexandria,Consumer,41
CUST-00588,Aya Sabry,04/25/2024,Cairo,Consumer,47
CUST-00544,Rania Zaki,2022-01-05,Cairo,Consumer,64
CUST-00447,Farida Fathy,19-Jul-2024,Cairo,Small Business,46
CUST-00448,Hassan Mahmoud,09/21/2023,Dakahlia,,59
CUST-00350,Karim Aziz,11/09/2022,cairo,Small Business,62
CUST-00046,Aya Aziz,2022-05-09,Beheira,Consumer,22
CUST-00109,Khaled Naguib,05/06/2023,Giza,Small Business,-5
CUST-00618,Heba Saad,2023-07-24,  Giza  ,Consumer,55
CUST-00662,Nour Farouk,21-Apr-2023,  Qalyubia  ,Consumer,43
CUST-00030,Rania Nabil,02/04/2024,Ismailia,Consumer,47
CUST-00182,Omar Nabil,2024-08-26,Alexandria,Corporate,44
CUST-00622,Salma Younes,14-Aug-2022,Minya,Corporate,22
CUST-00420,Mahmoud Rashad,06/05/2024,Giza,Small Business,38
CUST-00635,Mahmoud Gouda,21/04/2024,Giza,Small Business,44
CUST-00105,Sara Khalil,13/06/2024,Cairo,Consumer,55
CUST-00061,Laila Zaki,03/02/2023,MONUFIA,Small Business,45
CUST-00659,Mahmoud Hassan,19-May-2024,Qalyubia,Consumer,55
CUST-00084,Mohamed Rashad,01-Aug-2024,Cairo,Small Business,54
CUST-00491,Amr Ibrahim,11/16/2023,Giza,Corporate,44
CUST-00316,Hossam Rashad,20/04/2022,Cairo,,43
CUST-00451,Adham Adel,03/24/2024,Cairo,Small Business,63
CUST-00382,Omar Zaki,2023-10-03,Giza,Corporate,32
CUST-00423,Hossam Adel,2024-02-18,Port Said,Consumer,18
CUST-00497,Heba Fathy,2024-04-22,Dakahlia,Corporate,34
CUST-00769,Heba Zaki,13-Sep-2022,Cairo,Corporate,59
CUST-00740,Nesma Farouk,2024-07-03,Suez,Corporate,52
CUST-00524,Rana Gouda,2022-04-15,Cairo,Corporate,41
CUST-00446,Rana Shawky,2022-01-31,Alexandria,Small Business,29
CUST-00664,Tarek Younes,24/05/2022,Alexandria,Consumer,54
CUST-00001,Nesma Farouk,03-Apr-2023,Qalyubia,Small Business,39
CUST-00790,Hassan Sabry,02/29/2024,Cairo,Consumer,49
CUST-00627,Adham Mahmoud,30-Nov-2023,Faiyum,Small Business,25
CUST-00458,Sherif Kamal,2022-08-31,Sharqia,Corporate,62
CUST-00489,Mona Mahmoud,09/27/2022,Alexandria,Small Business,32
CUST-00089,Aya Aziz,08-Dec-2022,Beheira,Consumer,50
CUST-00484,Nesma Farouk,2022-02-25,Giza,Small Business,23
CUST-00461,Yasmin Kamal,18-May-2023,Cairo,Consumer,32
CUST-00078,Farida Naguib,2022-04-24,Giza,Corporate,55
CUST-00269,Ibrahim Shawky,08/02/2022,Ismailia,Small Business,37
CUST-00124,Habiba Aziz,29-Jan-2022,Giza,Consumer,63
CUST-00298,Hassan Zaki,08/09/2024,Cairo,Consumer,54
CUST-00096,Yasmin Rashad,08-Apr-2023,Cairo,Small Business,36
CUST-00734,Sara Aziz,03-Oct-2022,Alexandria,Corporate,39
CUST-00012,Ali Ibrahim,2023-03-21,Aswan,Corporate,63
CUST-00115,Adham Rashad,18/09/2023,Giza,Corporate,46
CUST-00429,Habiba Rashad,09/24/2024,Monufia,Corporate,24
CUST-00258,Salma Gouda,2023-09-05,  Beheira  ,,33
CUST-00732,Ahmed Hassan,22-Nov-2023,CAIRO,Corporate,24
CUST-00765,Ahmed Younes,2024-04-14,BEHEIRA,Consumer,40
CUST-00353,Sherif Adel,20-Jun-2022,Alexandria,Consumer,29
CUST-00793,Mostafa Shawky,27/08/2022,Giza,Corporate,59
CUST-00691,Amr Naguib,05/18/2022,Giza,Consumer,23
CUST-00532,Yasmin Kamal,2024-05-10,Dakahlia,Corporate,29
CUST-00170,Hossam Adel,2022-10-09,Cairo,,57
CUST-00240,Hassan Kamal,02-Dec-2022,Ismailia,Small Business,25
CUST-00278,Adham Shawky,2023-07-18,Dakahlia,Corporate,39
CUST-00161,Sherif Sabry,05-Jun-2023,Giza,Consumer,26
CUST-00074,Yasmin Fahmy,2024-03-06,MINYA,Corporate,23
CUST-00530,Youssef Gouda,27-Dec-2023,Luxor,Consumer,39
CUST-00063,Mahmoud Ibrahim,05/01/2024,Cairo,Small Business,24
CUST-00762,Laila Gouda,03/22/2023,Qalyubia,Corporate,52
CUST-00493,Rania Gouda,21/06/2024,Giza,Small Business,23
CUST-00741,Salma Shawky,04-Nov-2022,Giza,Corporate,21
CUST-00751,Salma Nabil,2023-12-29,Giza,Corporate,43
CUST-00742,Rana Ali,09-Dec-2023,CAIRO,Consumer,34
CUST-00048,Hassan Khalil,01/03/2022,giza,Consumer,26
CUST-00763,Yasmin Sabry,05/09/2023,Qalyubia,Consumer,46
CUST-00592,Habiba Ali,02/16/2022,Faiyum,Small Business,26
CUST-00799,Habiba Rashad,01/01/2022,Beheira,Corporate,42
