customer_id,customer_name,governorate,customer_segment,Age,signup date
CUST-00687,Youssef Adel,Beheira,Consumer,48,31-05-23
CUST-00054,Yasmin Rashad,Aswan,Consumer,48,21-10-23
CUST-00571,Rania Naguib,Faiyum,Consumer,25,27-10-23
CUST-00527,Yasmin Fathy,Qalyubia,Consumer,21,03-06-22
CUST-00075,Omar Farouk,Beheira,Consumer,61,06-11-22
CUST-00267,Khaled Adel,Suez,Consumer,35,01-12-24
CUST-00475,Omar Zaki,Monufia,Consumer,44,25-03-23
CUST-00126,Mostafa Shawky,Dakahlia,Consumer,19,05-04-23
CUST-00047,Ibrahim Gouda,Port Said,Consumer,39,10-08-22
CUST-00550,Mostafa Fahmy,Qalyubia,Consumer,28,12-07-24
CUST-00633,Heba Ibrahim,Gharbia,Consumer,47,04-02-24
CUST-00780,Mariam Zaki,Qalyubia,Consumer,30,15-03-22
CUST-00133,Sherif Ibrahim,Aswan,Consumer,51,21-06-23
CUST-00308,Yasmin Rashad,Beheira,Consumer,26,04-01-23
CUST-00464,Mohamed Farouk,Gharbia,Consumer,25,24-08-23
CUST-00358,Youssef Saad,Qalyubia,Consumer,47,19-08-22
CUST-00739,Hassan Farouk,Port Said,Consumer,44,30-04-23
CUST-00430,Mostafa Zaki,Sharqia,Consumer,45,18-03-22
CUST-00712,Farida Sabry,Port Said,Consumer,56,13-09-24
CUST-00569,Mariam Ibrahim,Port Said,Consumer,25,17-01-23
CUST-00254,Youssef Naguib,Beheira,Consumer,33,22-09-23
CUST-00301,Khaled Younes,Aswan,Consumer,24,03-02-24
CUST-00426,Yasmin Ali,Qalyubia,Consumer,44,30-07-22
CUST-00026,Mostafa Ali,Dakahlia,Consumer,37,14-07-24
CUST-00155,Habiba Zaki,Dakahlia,Consumer,25,18-11-22
CUST-00753,Mona Naguib,Cai,Consumer,26,21-06-22
CUST-00631,Ahmed Ibrahim,Gharbia,Consumer,61,04-08-22
CUST-00167,Sherif Farouk,Qalyubia,Consumer,25,20-03-23
CUST-00779,Laila Mahmoud,Cai,Consumer,21,05-12-22
CUST-00218,Amr Farouk,Aswan,Consumer,44,01-06-22
CUST-00375,Farida Ibrahim,Qalyubia,Consumer,45,25-03-24
CUST-00507,Nesma Ali,Ismailia,Consumer,37,22-09-24
CUST-00623,Tarek Naguib,Qalyubia,Consumer,40,11-07-23
CUST-00567,Karim Ali,Beheira,Consumer,18,21-05-24
CUST-00344,Ibrahim Saad,Gharbia,Consumer,54,10-02-24
CUST-00072,Rana Ibrahim,Monufia,Consumer,23,26-05-22
CUST-00419,Omar Kamal,Port Said,Consumer,43,17-08-22
CUST-00112,Youssef Fahmy,Beheira,Consumer,56,16-06-24
CUST-00605,Farida Farouk,Dakahlia,Consumer,50,29-12-23
CUST-00013,Amr Rashad,Gharbia,Consumer,20,20-06-22
CUST-00783,Laila Ali,Gharbia,Consumer,48,18-06-23
CUST-00282,Youssef Ibrahim,Port Said,Consumer,18,25-08-24
CUST-00195,Laila Farouk,Faiyum,Consumer,38,13-09-23
CUST-00163,Laila Adel,Dakahlia,Consumer,22,13-05-22
CUST-00045,Khaled Fathy,Dakahlia,Consumer,21,20-10-23
CUST-00468,Farida Aziz,Sharqia,Consumer,42,13-11-23
CUST-00229,Salma Ibrahim,Gharbia,Consumer,26,15-02-23
CUST-00006,Aya Ali,Suez,Consumer,51,14-06-24
CUST-00372,Mona Ibrahim,Port Said,Consumer,43,10-11-23
CUST-00703,Hassan Shawky,Sharqia,Consumer,22,08-06-24
CUST-00733,Salma Sabry,Ismailia,Consumer,53,20-09-23
CUST-00388,Nada Farouk,Luxor,Consumer,22,19-10-23
CUST-00702,Omar Kamal,Aswan,Consumer,23,03-02-23
CUST-00443,Sara Ibrahim,Luxor,Consumer,59,23-01-22
CUST-00149,Heba Saad,Luxor,Consumer,22,17-10-23
CUST-00563,Karim Gouda,Qalyubia,Consumer,50,17-11-23
CUST-00481,Heba Kamal,Faiyum,Consumer,21,14-09-23
CUST-00221,Ali Adel,Monufia,Consumer,29,27-01-24
CUST-00029,Habiba Younes,Faiyum,Consumer,34,29-05-23
CUST-00472,Mahmoud Aziz,Luxor,Consumer,58,22-12-22
CUST-00271,Rania Aziz,Sharqia,Consumer,43,14-12-23
CUST-00598,Rania Younes,Minya,Consumer,62,10-03-24
CUST-00495,Hassan Ali,Beheira,Consumer,28,30-08-24
CUST-00086,Karim Zaki,Aswan,Consumer,57,22-01-22
CUST-00670,Nada Sabry,Dakahlia,Consumer,51,25-08-23
CUST-00212,Rana Sabry,Beheira,Consumer,36,04-09-24
CUST-00294,Aya Gouda,Ismailia,Consumer,51,27-09-24
CUST-00700,Ali Rashad,Gharbia,Consumer,24,12-03-24
CUST-00283,Dina Farouk,Dakahlia,Consumer,63,05-12-24
CUST-00252,Heba Adel,Suez,Consumer,47,24-01-23
CUST-00441,Ahmed Mahmoud,Beheira,Consumer,26,30-04-24
CUST-00331,Rana Fahmy,Port Said,Consumer,18,15-09-24
CUST-00669,Mariam Saad,Qalyubia,Consumer,42,16-08-23
CUST-00583,Laila Rashad,Sharqia,Consumer,49,31-03-24
CUST-00020,Heba Saad,Suez,Consumer,42,13-04-23
CUST-00325,Dina Shawky,Dakahlia,Consumer,34,23-05-22
CUST-00676,Rania Shawky,Cai,Consumer,59,05-06-23
CUST-00107,Rana Farouk,Gharbia,Consumer,37,02-09-23
CUST-00572,Mostafa Mahmoud,Suez,Consumer,44,23-08-24
CUST-00083,Farida Ibrahim,Ismailia,Consumer,45,11-02-23
CUST-00782,Nada Rashad,Monufia,Consumer,30,11-09-22
CUST-00202,Nada Farouk,Gharbia,Consumer,54,21-04-24
CUST-00455,Rania Younes,Beheira,Consumer,28,02-01-23
CUST-00638,Mahmoud Gouda,Gharbia,Consumer,40,16-02-22
CUST-00297,Youssef Kamal,Ismailia,Consumer,31,09-08-24
CUST-00560,Hossam Saad,Qalyubia,Consumer,40,05-01-24
CUST-00015,Adham Younes,Sharqia,Consumer,28,26-02-23
CUST-00546,Mohamed Hassan,Monufia,Consumer,62,04-10-23
CUST-00628,Nada Saad,Monufia,Consumer,51,08-07-23
CUST-00017,Adham Shawky,Sharqia,Consumer,47,23-07-24
CUST-00414,Karim Aziz,Qalyubia,Consumer,18,29-01-24
CUST-00630,Nour Fathy,Qalyubia,Consumer,28,25-11-22
CUST-00275,Salma Naguib,Sharqia,Consumer,65,16-02-22
CUST-00099,Salma Khalil,Qalyubia,Consumer,46,03-05-23
CUST-00648,Karim Kamal,Port Said,Consumer,53,19-11-23
CUST-00190,Youssef Zaki,Sharqia,Consumer,41,22-02-22
CUST-00395,Hossam Zaki,Dakahlia,Consumer,49,30-10-22
CUST-00658,Hossam Saad,Faiyum,Consumer,64,22-01-24
CUST-00476,Nesma Zaki,Qalyubia,Consumer,48,26-12-22
CUST-00706,Omar Kamal,Qalyubia,Consumer,30,18-10-23
CUST-00335,Khaled Ali,Minya,Consumer,40,01-05-24
CUST-00046,Aya Aziz,Beheira,Consumer,22,09-05-22
CUST-00662,Nour Farouk,Qalyubia,Consumer,43,21-04-23
CUST-00030,Rania Nabil,Ismailia,Consumer,47,04-02-24
CUST-00659,Mahmoud Hassan,Qalyubia,Consumer,55,19-05-24
CUST-00423,Hossam Adel,Port Said,Consumer,18,18-02-24
CUST-00089,Aya Aziz,Beheira,Consumer,50,08-12-22
CUST-00765,Ahmed Younes,Beheira,Consumer,40,14-04-24
CUST-00530,Youssef Gouda,Luxor,Consumer,39,27-12-23
CUST-00763,Yasmin Sabry,Qalyubia,Consumer,46,09-05-23
CUST-00643,Habiba Hassan,Ismailia,Consumer,25,21-07-23
CUST-00216,Adham Mahmoud,Faiyum,Consumer,58,17-11-23
CUST-00177,Yasmin Rashad,Gharbia,Consumer,46,16-03-22
CUST-00056,Mahmoud Ibrahim,Sharqia,Consumer,26,26-11-22
CUST-00186,Laila Aziz,Sharqia,Consumer,21,08-09-22
CUST-00731,Laila Ali,Qalyubia,Small Business,62,17-12-23
CUST-00018,Sara Rashad,Gharbia,Small Business,36,19-09-22
CUST-00601,Adham Saad,Aswan,Small Business,46,12-02-23
CUST-00004,Salma Shawky,Faiyum,Small Business,42,24-12-23
CUST-00607,Dina Adel,Ismailia,Small Business,18,20-10-22
CUST-00264,Ali Nabil,Gharbia,Small Business,21,28-05-24
CUST-00284,Hassan Hassan,Qalyubia,Small Business,21,08-12-22
CUST-00085,Heba Gouda,Gharbia,Small Business,36,19-02-23
CUST-00543,Mostafa Khalil,Dakahlia,Small Business,45,21-03-23
CUST-00511,Tarek Ibrahim,Gharbia,Small Business,26,15-11-22
CUST-00259,Yasmin Farouk,Qalyubia,Small Business,37,08-11-23
CUST-00378,Omar Mahmoud,Dakahlia,Small Business,19,04-12-22
CUST-00225,Nesma Farouk,Qalyubia,Small Business,30,21-05-24
CUST-00175,Mohamed Shawky,Dakahlia,Small Business,59,29-06-24
CUST-00668,Laila Mahmoud,Luxor,Small Business,24,02-10-22
CUST-00501,Amr Ali,Beheira,Small Business,52,31-07-23
CUST-00683,Sara Kamal,Gharbia,Small Business,56,12-01-24
CUST-00728,Nesma Kamal,Faiyum,Small Business,43,22-02-24
CUST-00482,Amr Fahmy,Aswan,Small Business,62,30-07-22
CUST-00589,Aya Adel,Dakahlia,Small Business,63,25-02-24
CUST-00209,Yasmin Aziz,Aswan,Small Business,36,22-08-24
CUST-00721,Aya Ibrahim,Minya,Small Business,38,22-07-23
CUST-00136,Adham Ali,Sharqia,Small Business,26,01-03-24
CUST-00141,Sara Mahmoud,Dakahlia,Small Business,40,11-02-24
CUST-00617,Sherif Kamal,Qalyubia,Small Business,20,23-01-24
CUST-00438,Rana Younes,Gharbia,Small Business,29,20-02-22
CUST-00010,Nada Fahmy,Monufia,Small Business,52,04-10-23
CUST-00454,Ali Hassan,Port Said,Small Business,21,06-07-24
CUST-00263,Yasmin Zaki,Beheira,Small Business,33,08-07-22
CUST-00748,Mona Ibrahim,Dakahlia,Small Business,58,26-01-23
CUST-00452,Farida Shawky,Beheira,Small Business,54,12-07-23
CUST-00708,Ali Khalil,Gharbia,Small Business,33,23-06-22
CUST-00370,Salma Aziz,Suez,Small Business,49,19-02-24
CUST-00744,Habiba Adel,Minya,Small Business,40,25-07-23
CUST-00463,Hossam Farouk,Monufia,Small Business,21,15-12-22
CUST-00795,Farida Farouk,Faiyum,Small Business,63,14-09-22
CUST-00548,Yasmin Kamal,Suez,Small Business,36,08-03-22
CUST-00667,Ibrahim Younes,Port Said,Small Business,48,18-07-24
CUST-00234,Yasmin Ali,Faiyum,Small Business,41,17-10-23
CUST-00541,Sherif Fahmy,Cai,Small Business,35,12-10-23
CUST-00785,Youssef Adel,Cai,Small Business,58,18-06-23
CUST-00690,Heba Aziz,Port Said,Small Business,40,18-08-24
CUST-00317,Aya Khalil,Port Said,Small Business,46,25-01-23
CUST-00604,Ibrahim Fathy,Dakahlia,Small Business,61,03-08-22
CUST-00104,Mahmoud Fahmy,Sharqia,Small Business,36,07-04-22
CUST-00752,Mariam Rashad,Ismailia,Small Business,65,10-03-24
CUST-00143,Rana Rashad,Minya,Small Business,29,05-07-24
CUST-00609,Hossam Saad,Beheira,Small Business,61,02-08-24
CUST-00303,Rana Fahmy,Dakahlia,Small Business,49,31-01-22
CUST-00172,Tarek Khalil,Faiyum,Small Business,54,08-01-24
CUST-00575,Rania Shawky,Faiyum,Small Business,20,26-04-22
CUST-00088,Heba Gouda,Qalyubia,Small Business,37,15-02-23
CUST-00179,Salma Fahmy,Luxor,Small Business,43,22-01-24
CUST-00398,Dina Sabry,Gharbia,Small Business,22,14-07-23
CUST-00368,Amr Farouk,Beheira,Small Business,21,12-09-24
CUST-00558,Mariam Khalil,Gharbia,Small Business,24,13-09-23
CUST-00262,Nada Younes,Gharbia,Small Business,27,23-11-22
CUST-00650,Amr Fathy,Sharqia,Small Business,40,14-01-24
CUST-00796,Mona Adel,Qalyubia,Small Business,30,29-10-22
CUST-00743,Rania Ali,Monufia,Small Business,41,06-04-23
CUST-00076,Khaled Saad,Gharbia,Small Business,56,30-03-23
CUST-00320,Rania Fahmy,Aswan,Small Business,36,01-07-22
CUST-00236,Habiba Naguib,Qalyubia,Small Business,52,20-12-23
CUST-00516,Sherif Shawky,Sharqia,Small Business,28,24-08-23
CUST-00323,Sherif Adel,Minya,Small Business,63,28-01-22
CUST-00705,Nada Zaki,Dakahlia,Small Business,63,21-09-23
CUST-00457,Omar Aziz,Suez,Small Business,40,13-08-23
CUST-00373,Mariam Sabry,Minya,Small Business,55,04-11-23
CUST-00749,Hassan Kamal,Port Said,Small Business,44,18-10-23
CUST-00228,Hossam Kamal,Ismailia,Small Business,45,18-09-23
CUST-00097,Mahmoud Ibrahim,Sharqia,Small Business,47,22-09-23
CUST-00034,Sara Gouda,Suez,Small Business,24,26-01-23
CUST-00394,Nour Hassan,Suez,Small Business,31,18-05-24
CUST-00180,Mostafa Sabry,Sharqia,Small Business,33,12-06-23
CUST-00657,Amr Kamal,Sharqia,Small Business,26,24-10-23
CUST-00070,Mohamed Kamal,Gharbia,Small Business,39,10-07-22
CUST-00272,Adham Adel,Beheira,Small Business,47,26-11-22
CUST-00293,Ahmed Kamal,Qalyubia,Small Business,59,26-03-22
CUST-00266,Sara Fathy,Dakahlia,Small Business,41,05-12-22
CUST-00539,Hossam Fahmy,Luxor,Small Business,27,24-02-23
CUST-00694,Nada Fathy,Port Said,Small Business,41,06-12-23
CUST-00213,Youssef Nabil,Monufia,Small Business,46,05-09-24
CUST-00747,Nour Sabry,Gharbia,Small Business,65,29-11-22
CUST-00449,Nour Shawky,Faiyum,Small Business,,26-02-23
CUST-00304,Ali Sabry,Minya,Small Business,29,21-07-23
CUST-00488,Nada Kamal,Faiyum,Small Business,29,15-01-23
CUST-00410,Karim Hassan,Port Said,Small Business,51,10-12-22
CUST-00578,Amr Naguib,Monufia,Small Business,40,11-09-23
CUST-00151,Mohamed Farouk,Sharqia,Small Business,20,19-05-24
CUST-00549,Laila Younes,Qalyubia,Small Business,61,03-09-23
CUST-00380,Mostafa Nabil,Ismailia,Small Business,23,06-12-22
CUST-00629,Habiba Younes,Qalyubia,Small Business,20,02-04-24
CUST-00778,Aya Naguib,Beheira,Small Business,41,16-11-22
CUST-00757,Sara Khalil,Cai,Small Business,37,09-06-22
CUST-00487,Rana Shawky,Faiyum,Small Business,23,16-05-23
CUST-00242,Omar Rashad,Qalyubia,Small Business,54,16-05-22
CUST-00709,Ahmed Kamal,Luxor,Small Business,40,30-03-22
CUST-00444,Mona Farouk,Faiyum,Small Business,25,05-04-22
CUST-00529,Nesma Nabil,Faiyum,Small Business,42,23-09-22
CUST-00121,Mariam Rashad,Qalyubia,Small Business,23,16-07-24
CUST-00197,Aya Younes,Qalyubia,Small Business,63,28-04-24
CUST-00159,Sherif Rashad,Port Said,Small Business,60,31-03-22
CUST-00409,Tarek Sabry,Monufia,Small Business,64,10-05-22
CUST-00697,Ibrahim Naguib,Beheira,Small Business,29,20-07-23
CUST-00152,Mostafa Ibrahim,Beheira,Small Business,41,30-08-22
CUST-00257,Ibrahim Mahmoud,Qalyubia,Small Business,32,24-05-22
CUST-00459,Farida Gouda,Gharbia,Small Business,54,29-01-22
CUST-00340,Adham Younes,Sharqia,Small Business,53,28-06-22
CUST-00287,Mohamed Younes,Gharbia,Small Business,29,12-04-24
CUST-00249,Khaled Adel,Dakahlia,Small Business,25,17-05-22
CUST-00580,Ahmed Kamal,Suez,Small Business,28,02-06-23
CUST-00265,Dina Naguib,Qalyubia,Small Business,33,25-07-23
CUST-00772,Mariam Nabil,Monufia,Small Business,44,27-10-23
CUST-00040,Dina Gouda,Monufia,Small Business,59,31-01-24
CUST-00243,Omar Adel,Gharbia,Small Business,64,19-04-23
CUST-00621,Yasmin Shawky,Sharqia,Small Business,22,19-03-24
CUST-00535,Yasmin Naguib,Faiyum,Small Business,34,18-03-24
CUST-00504,Rana Mahmoud,Faiyum,Small Business,62,10-02-23
CUST-00160,Farida Ibrahim,Qalyubia,Small Business,28,18-07-23
CUST-00591,Ahmed Fahmy,Suez,Small Business,53,30-12-22
CUST-00166,Mahmoud Rashad,Gharbia,Small Business,26,23-04-23
CUST-00695,Amr Farouk,Dakahlia,Small Business,34,13-03-23
CUST-00061,Laila Zaki,Monufia,Small Business,45,02-03-23
CUST-00001,Nesma Farouk,Qalyubia,Small Business,39,03-04-23
CUST-00627,Adham Mahmoud,Faiyum,Small Business,25,30-11-23
CUST-00269,Ibrahim Shawky,Ismailia,Small Business,37,02-08-22
CUST-00240,Hassan Kamal,Ismailia,Small Business,25,02-12-22
CUST-00592,Habiba Ali,Faiyum,Small Business,26,16-02-22
CUST-00506,Mohamed Fahmy,Port Said,Small Business,35,17-04-24
CUST-00425,Ahmed Fahmy,Beheira,Small Business,65,02-01-22
CUST-00193,Habiba Farouk,Sharqia,Small Business,50,23-07-22
CUST-00060,Ibrahim Naguib,Faiyum,Small Business,39,08-04-23
CUST-00222,Dina Kamal,Faiyum,Small Business,49,14-08-24
CUST-00255,Ibrahim Ibrahim,Sharqia,Small Business,56,14-04-22
CUST-00220,Nour Mahmoud,Beheira,Corporate,54,18-07-24
CUST-00023,Mariam Hassan,Ismailia,Corporate,21,08-03-23
CUST-00330,Tarek Khalil,Sharqia,Corporate,61,15-02-22
CUST-00660,Rana Gouda,Faiyum,Corporate,34,06-08-22
CUST-00791,Khaled Khalil,Minya,Corporate,21,13-12-22
CUST-00374,Ahmed Ibrahim,Aswan,Corporate,60,19-01-24
CUST-00678,Tarek Farouk,Qalyubia,Corporate,27,07-10-23
CUST-00153,Nada Gouda,Sharqia,Corporate,46,02-03-22
CUST-00442,Hossam Zaki,Gharbia,Corporate,23,17-01-23
CUST-00436,Tarek Nabil,Gharbia,Corporate,20,26-04-24
CUST-00574,Farida Khalil,Ismailia,Corporate,26,30-01-22
CUST-00332,Amr Saad,Qalyubia,Corporate,53,16-08-22
CUST-00586,Ahmed Ibrahim,Sharqia,Corporate,58,21-03-24
CUST-00363,Karim Aziz,Port Said,Corporate,62,08-03-22
CUST-00557,Ahmed Nabil,Gharbia,Corporate,51,07-03-23
CUST-00646,Ibrahim Naguib,Dakahlia,Corporate,27,16-07-24
CUST-00106,Hassan Sabry,Aswan,Corporate,60,14-11-22
CUST-00031,Mahmoud Farouk,Aswan,Corporate,64,12-02-24
CUST-00318,Aya Naguib,Suez,Corporate,56,15-04-24
CUST-00130,Mahmoud Ali,Faiyum,Corporate,52,06-05-24
CUST-00295,Youssef Aziz,Faiyum,Corporate,54,05-08-22
CUST-00474,Mahmoud Sabry,Beheira,Corporate,18,20-09-22
CUST-00746,Hossam Gouda,Dakahlia,Corporate,29,13-08-23
CUST-00719,Ali Fahmy,Minya,Corporate,52,27-02-23
CUST-00019,Tarek Ibrahim,Minya,Corporate,37,29-03-23
CUST-00615,Ali Sabry,Sharqia,Corporate,56,13-02-24
CUST-00215,Mariam Farouk,Dakahlia,Corporate,33,22-04-22
CUST-00639,Amr Nabil,Gharbia,Corporate,23,16-03-24
CUST-00144,Nesma Shawky,Minya,Corporate,35,12-01-23
CUST-00645,Khaled Nabil,Monufia,Corporate,40,04-08-22
CUST-00682,Hassan Gouda,Beheira,Corporate,60,20-04-24
CUST-00577,Ali Fahmy,Qalyubia,Corporate,57,16-06-23
CUST-00050,Ahmed Sabry,Beheira,Corporate,38,19-03-24
CUST-00596,Karim Rashad,Dakahlia,Corporate,26,14-04-23
CUST-00156,Mohamed Kamal,Qalyubia,Corporate,25,27-05-23
CUST-00327,Rania Gouda,Qalyubia,Corporate,44,15-02-23
CUST-00406,Omar Nabil,Monufia,Corporate,29,14-11-23
CUST-00276,Hassan Hassan,Sharqia,Corporate,55,25-09-22
CUST-00260,Mariam Mahmoud,Minya,Corporate,29,25-07-23
CUST-00164,Yasmin Zaki,Monufia,Corporate,44,05-01-24
CUST-00411,Mahmoud Saad,Aswan,Corporate,22,31-12-23
CUST-00361,Ibrahim Naguib,Monufia,Corporate,33,15-04-22
CUST-00393,Mariam Ibrahim,Sharqia,Corporate,64,12-09-22
CUST-00597,Nesma Hassan,Monufia,Corporate,45,28-06-23
CUST-00300,Aya Zaki,Monufia,Corporate,64,13-02-24
CUST-00196,Salma Kamal,Luxor,Corporate,37,07-02-23
CUST-00800,Sherif Hassan,Ismailia,Corporate,33,27-09-23
CUST-00207,Aya Adel,Gharbia,Corporate,61,29-12-22
CUST-00154,Habiba Sabry,Beheira,Corporate,26,31-03-23
CUST-00514,Hossam Saad,Suez,Corporate,43,13-01-23
CUST-00211,Mariam Nabil,Sharqia,Corporate,42,05-05-22
CUST-00416,Youssef Adel,Faiyum,Corporate,59,02-04-24
CUST-00479,Tarek Zaki,Monufia,Corporate,23,14-06-22
CUST-00103,Aya Khalil,Beheira,Corporate,39,23-02-22
CUST-00508,Mona Fahmy,Monufia,Corporate,59,03-10-22
CUST-00408,Nesma Sabry,Qalyubia,Corporate,34,20-06-23
CUST-00191,Nour Ibrahim,Qalyubia,Corporate,35,31-01-23
CUST-00367,Nour Gouda,Minya,Corporate,61,01-10-22
CUST-00465,Habiba Ibrahim,Gharbia,Corporate,43,18-01-23
CUST-00494,Rana Mahmoud,Sharqia,Corporate,54,30-05-23
CUST-00679,Omar Kamal,Minya,Corporate,43,22-09-22
CUST-00519,Dina Younes,Ismailia,Corporate,18,21-01-22
CUST-00632,Heba Ali,Qalyubia,Corporate,65,30-07-22
CUST-00789,Youssef Gouda,Gharbia,Corporate,56,13-03-24
CUST-00553,Youssef Zaki,Dakahlia,Corporate,57,16-06-24
CUST-00319,Mostafa Nabil,Sharqia,Corporate,30,25-11-22
CUST-00174,Sara Fathy,Sharqia,Corporate,58,25-02-24
CUST-00671,Sara Zaki,Faiyum,Corporate,43,23-09-24
CUST-00492,Ali Adel,Suez,Corporate,44,04-03-22
CUST-00250,Sherif Adel,Qalyubia,Corporate,32,07-02-23
CUST-00092,Hassan Ibrahim,Minya,Corporate,49,01-07-22
CUST-00786,Yasmin Fathy,Faiyum,Corporate,31,05-01-23
CUST-00281,Nesma Kamal,Faiyum,Corporate,21,27-07-24
CUST-00176,Yasmin Shawky,Port Said,Corporate,43,09-08-22
CUST-00696,Heba Gouda,Dakahlia,Corporate,43,10-01-23
CUST-00584,Mona Fahmy,Luxor,Corporate,59,05-02-22
CUST-00062,Salma Saad,Minya,Corporate,48,19-01-23
CUST-00279,Sara Shawky,Monufia,Corporate,49,16-09-24
CUST-00663,Habiba Younes,Gharbia,Corporate,61,01-11-22
CUST-00226,Karim Fahmy,Monufia,Corporate,34,16-06-22
CUST-00187,Nour Shawky,Faiyum,Corporate,61,04-09-23
CUST-00043,Amr Sabry,Faiyum,Corporate,40,07-12-23
CUST-00726,Nesma Khalil,Beheira,Corporate,20,07-01-22
CUST-00024,Nesma Nabil,Port Said,Corporate,40,05-03-24
CUST-00771,Adham Younes,Port Said,Corporate,62,22-02-24
CUST-00059,Heba Ali,Gharbia,Corporate,59,23-03-24
CUST-00707,Nour Fathy,Beheira,Corporate,51,04-02-22
CUST-00093,Laila Gouda,Sharqia,Corporate,54,18-02-24
CUST-00693,Ahmed Hassan,Qalyubia,Corporate,18,15-08-23
CUST-00754,Adham Saad,Monufia,Corporate,23,21-08-24
CUST-00701,Ibrahim Younes,Beheira,Corporate,57,15-02-23
CUST-00554,Omar Khalil,Gharbia,Corporate,19,19-02-22
CUST-00688,Mostafa Khalil,Suez,Corporate,59,07-07-23
CUST-00247,Sherif Farouk,Dakahlia,Corporate,59,24-02-24
CUST-00129,Omar Aziz,Dakahlia,Corporate,47,06-03-23
CUST-00057,Mariam Khalil,Sharqia,Corporate,38,10-11-23
CUST-00347,Salma Khalil,Dakahlia,Corporate,25,02-02-23
CUST-00098,Youssef Rashad,Port Said,Corporate,30,19-07-24
CUST-00480,Aya Khalil,Faiyum,Corporate,19,21-09-23
CUST-00396,Nada Ali,Qalyubia,Corporate,22,04-09-22
CUST-00427,Nesma Mahmoud,Luxor,Corporate,35,22-09-24
CUST-00685,Hossam Younes,Faiyum,Corporate,44,30-05-24
CUST-00239,Omar Adel,Qalyubia,Corporate,52,13-07-24
CUST-00286,Ahmed Hassan,Monufia,Corporate,36,27-06-23
CUST-00346,Karim Saad,Ismailia,Corporate,58,18-11-23
CUST-00291,Yasmin Ibrahim,Luxor,Corporate,20,01-11-23
CUST-00244,Mohamed Zaki,Port Said,Corporate,31,18-09-22
CUST-00360,Habiba Adel,Beheira,Corporate,46,22-04-24
CUST-00531,Ali Adel,Beheira,Corporate,40,16-10-23
CUST-00328,Youssef Sabry,Faiyum,Corporate,56,20-12-23
CUST-00071,Farida Hassan,Ismailia,Corporate,60,07-05-22
CUST-00675,Karim Aziz,Port Said,Corporate,25,01-03-23
CUST-00022,Nour Nabil,Aswan,Corporate,43,23-01-22
CUST-00150,Rana Sabry,Port Said,Corporate,28,10-06-23
CUST-00355,Nesma Farouk,Port Said,Corporate,50,19-07-22
CUST-00761,Mona Farouk,Minya,Corporate,29,19-09-24
CUST-00204,Dina Fathy,Qalyubia,Corporate,48,25-02-23
CUST-00644,Youssef Hassan,Sharqia,Corporate,53,10-08-23
CUST-00039,Nada Rashad,Gharbia,Corporate,62,15-01-23
CUST-00356,Nesma Naguib,Qalyubia,Corporate,46,12-03-23
CUST-00035,Ali Shawky,Dakahlia,Corporate,38,26-01-22
CUST-00424,Dina Hassan,Qalyubia,Corporate,62,27-08-22
CUST-00299,Adham Gouda,Suez,Corporate,52,04-05-24
CUST-00622,Salma Younes,Minya,Corporate,22,14-08-22
CUST-00497,Heba Fathy,Dakahlia,Corporate,34,22-04-24
CUST-00740,Nesma Farouk,Suez,Corporate,52,03-07-24
CUST-00458,Sherif Kamal,Sharqia,Corporate,62,31-08-22
CUST-00012,Ali Ibrahim,Aswan,Corporate,63,21-03-23
CUST-00429,Habiba Rashad,Monufia,Corporate,24,24-09-24
CUST-00532,Yasmin Kamal,Dakahlia,Corporate,29,10-05-24
CUST-00278,Adham Shawky,Dakahlia,Corporate,39,18-07-23
CUST-00074,Yasmin Fahmy,Minya,Corporate,23,06-03-24
CUST-00762,Laila Gouda,Qalyubia,Corporate,52,22-03-23
CUST-00799,Habiba Rashad,Beheira,Corporate,42,01-01-22
CUST-00069,Mohamed Khalil,Dakahlia,Corporate,35,09-08-24
CUST-00036,Ali Ibrahim,Suez,Corporate,37,13-10-23
CUST-00642,Nour Farouk,Gharbia,Corporate,59,02-11-22
